NOM_SC;NOM_FR;COMMUNE;CODE_INSEE;DATE_OBS
Aegithalos caudatus (Linnaeus, 1758);Mésange à longue queue;CHATENAY MALABRY;92019;2006-02-06
Chloris chloris (Linnaeus, 1758);Verdier d'Europe;CHATENAY MALABRY;92019;2006-02-06
Erithacus rubecula (Linnaeus, 1758);Rougegorge familier;CHATENAY MALABRY;92019;2006-02-06
Parus caeruleus Linnaeus, 1758;Mésange bleue;CHATENAY MALABRY;92019;2006-02-06
Parus cristatus Linnaeus, 1758;Mésange huppée;CHATENAY MALABRY;92019;2006-07-06
Sturnus vulgaris Linnaeus, 1758;Étourneau sansonnet;CHATENAY MALABRY;92019;2006-07-06
Turdus merula Linnaeus, 1758;Merle noir;CHATENAY MALABRY;92019;2006-07-06
Turdus philomelos C. L. Brehm, 1831;Grive musicienne;CHATENAY MALABRY;92019;2006-07-06
Corvus corone Linnaeus, 1758;Corneille noire;MEUDON;92048;2006-10-06
Dendrocopos major (Linnaeus, 1758);Pic épeiche;MEUDON;92048;2006-10-06
Erithacus rubecula (Linnaeus, 1758);Rougegorge familier;CHAVILLE;92022;2006-10-06
Sylvia atricapilla (Linnaeus, 1758);Fauvette à tête noire;CHAVILLE;92022;2006-10-06
Turdus philomelos C. L. Brehm, 1831;Grive musicienne;MEUDON;92048;2006-10-06
Apus apus (Linnaeus, 1758);Martinet noir;CHATENAY MALABRY;92019;2006-12-06
Columba oenas Linnaeus, 1758;Pigeon colombin;CHATENAY MALABRY;92019;2006-12-06
Columba oenas Linnaeus, 1758;Pigeon colombin;CLAMART;92023;2006-12-06
Dendrocopos major (Linnaeus, 1758);Pic épeiche;CLAMART;92023;2006-12-06
Erithacus rubecula (Linnaeus, 1758);Rougegorge familier;CHATENAY MALABRY;92019;2006-12-06
Parus caeruleus Linnaeus, 1758;Mésange bleue;CLAMART;92023;2006-12-06
Parus palustris Linnaeus, 1758;Mésange nonnette;CLAMART;92023;2006-12-06
Phylloscopus collybita (Vieillot, 1887);Pouillot véloce;CHATENAY MALABRY;92019;2006-12-06
Pyrrhula pyrrhula (Linnaeus, 1758);Bouvreuil pivoine;CHATENAY MALABRY;92019;2006-12-06
Sylvia borin (Boddaert, 1783);Fauvette des jardins;CLAMART;92023;2006-12-06
Aegithalos caudatus (Linnaeus, 1758);Mésange à longue queue;GARCHES;92033;2006-06-13
Columba palumbus Linnaeus, 1758;Pigeon ramier;GARCHES;92033;2006-06-13
Parus major Linnaeus, 1758;Mésange charbonnière;CHATENAY MALABRY;92019;2006-06-13
Prunella modularis (Linnaeus, 1758);Accenteur mouchet;CHATENAY MALABRY;92019;2006-06-13
Troglodytes troglodytes (Linnaeus, 1758);Troglodyte mignon;GARCHES;92033;2006-06-13
Turdus merula Linnaeus, 1758;Merle noir;CHATENAY MALABRY;92019;2006-06-13
Erithacus rubecula (Linnaeus, 1758);Rougegorge familier;COLOMBES;92025;2006-06-15
Parus caeruleus Linnaeus, 1758;Mésange bleue;COLOMBES;92025;2006-06-15
Parus major Linnaeus, 1758;Mésange charbonnière;COLOMBES;92025;2006-06-15
Sylvia atricapilla (Linnaeus, 1758);Fauvette à tête noire;COLOMBES;92025;2006-06-15
Turdus philomelos C. L. Brehm, 1831;Grive musicienne;COLOMBES;92025;2006-06-15
Corvus corone Linnaeus, 1758;Corneille noire;MEUDON;92048;2006-06-16
Sitta europaea Linnaeus, 1758;Sittelle torchepot;MEUDON;92048;2006-06-16
Dendrocopos major (Linnaeus, 1758);Pic épeiche;SEVRES;92072;2006-06-30
Phylloscopus collybita (Vieillot, 1887);Pouillot véloce;SEVRES;92072;2006-06-30
Sylvia atricapilla (Linnaeus, 1758);Fauvette à tête noire;CHAVILLE;92022;2006-06-30
Troglodytes troglodytes (Linnaeus, 1758);Troglodyte mignon;CHAVILLE;92022;2006-06-30
Turdus merula Linnaeus, 1758;Merle noir;CHAVILLE;92022;2006-06-30
Turdus philomelos C. L. Brehm, 1831;Grive musicienne;MEUDON;92048;2006-06-30
Andricus quercuscalicis (Burgsdorff, 1783);;CHATENAY MALABRY;92019;2006-08-21
Podarcis muralis (Laurenti, 1768);Lézard des murailles;SAINT CLOUD;92064;2006-04-10
Anas platyrhynchos Linnaeus, 1758;Canard colvert;ISSY LES MOULINEAUX;92040;2007-04-26
Certhia brachydactyla C.L. Brehm, 1820;Grimpereau des jardins;ISSY LES MOULINEAUX;92040;2007-04-26
Chorthippus biguttulus (Linnaeus, 1758);Criquet mélodieux, Oedipode bimouchetée;ISSY LES MOULINEAUX;92040;2007-04-26
Conocephalus fuscus (Fabricius, 1793);Conocéphale bigarré, Xiphidion Brun;ISSY LES MOULINEAUX;92040;2007-04-26
Fringilla coelebs Linnaeus, 1758;Pinson des arbres;ISSY LES MOULINEAUX;92040;2007-04-26
Lasiommata megera (Linnaeus, 1767);Mégère (La), Satyre (Le);ISSY LES MOULINEAUX;92040;2007-04-26
Mantis religiosa (Linnaeus, 1758);Mante religieuse;ISSY LES MOULINEAUX;92040;2007-04-26
Parus caeruleus Linnaeus, 1758;Mésange bleue;ISSY LES MOULINEAUX;92040;2007-04-26
Phaneroptera falcata (Poda, 1761);Phanéroptère commun, Phanéroptère porte-faux, Phanéroptère en faulx, Phanéroptère en faux;ISSY LES MOULINEAUX;92040;2007-04-26
Pipistrellus kuhlii (Kuhl, 1817);Pipistrelle de Kuhl;ISSY LES MOULINEAUX;92040;2007-04-26
Pipistrellus pipistrellus (Schreber, 1774);Pipistrelle commune;ISSY LES MOULINEAUX;92040;2007-04-26
Esox lucius Linnaeus, 1758;Brochet;VILLENEUVE LA GARENNE;92078;2007-06-26
Ichthyosaura alpestris (Laurenti, 1768);Triton alpestre;VILLENEUVE LA GARENNE;92078;2007-06-26
Lissotriton helveticus (Razoumowsky, 1789);Triton palmé;VILLENEUVE LA GARENNE;92078;2007-06-26
Apus apus (Linnaeus, 1758);Martinet noir;VILLENEUVE LA GARENNE;92078;2007-01-07
Corvus corone Linnaeus, 1758;Corneille noire;VILLENEUVE LA GARENNE;92078;2007-01-07
Hippolais polyglotta (Vieillot, 1817);Hypolaïs polyglotte, Petit contrefaisant;VILLENEUVE LA GARENNE;92078;2007-01-07
Sylvia communis Latham, 1787;Fauvette grisette;VILLENEUVE LA GARENNE;92078;2007-01-07
Turdus merula Linnaeus, 1758;Merle noir;VILLENEUVE LA GARENNE;92078;2007-01-07
Anax imperator Leach, 1815;;NANTERRE;92050;2007-07-13
Certhia brachydactyla C.L. Brehm, 1820;Grimpereau des jardins;NANTERRE;92050;2007-07-13
Chorthippus parallelus (Zetterstedt, 1821);Criquet des pâtures, Oedipode parallèle;NANTERRE;92050;2007-07-13
Columba livia Gmelin, 1789;Pigeon biset;NANTERRE;92050;2007-07-13
Columba palumbus Linnaeus, 1758;Pigeon ramier;NANTERRE;92050;2007-07-13
Gallinula chloropus (Linnaeus, 1758);Poule-d'eau, Gallinule poule-d'eau;NANTERRE;92050;2007-07-13
Parus caeruleus Linnaeus, 1758;Mésange bleue;NANTERRE;92050;2007-07-13
Regulus regulus (Linnaeus, 1758);Roitelet huppé;NANTERRE;92050;2007-07-13
Rutilus rutilus (Linnaeus, 1758);Gardon;NANTERRE;92050;2007-07-13
Silurus glanis Linnaeus, 1758;Silure glane;NANTERRE;92050;2007-07-13
Sturnus vulgaris Linnaeus, 1758;Étourneau sansonnet;NANTERRE;92050;2007-07-13
Turdus merula Linnaeus, 1758;Merle noir;NANTERRE;92050;2007-07-13
Turdus philomelos C. L. Brehm, 1831;Grive musicienne;NANTERRE;92050;2007-07-13
Acrocephalus scirpaceus (Hermann, 1804);Rousserolle effarvatte;VILLENEUVE LA GARENNE;92078;2007-01-08
Chorthippus brunneus (Thunberg, 1815);Criquet duettiste, Sauteriot;VILLENEUVE LA GARENNE;92078;2007-01-08
Columba livia Gmelin, 1789;Pigeon biset;VILLENEUVE LA GARENNE;92078;2007-01-08
Columba palumbus Linnaeus, 1758;Pigeon ramier;VILLENEUVE LA GARENNE;92078;2007-01-08
Corvus corone Linnaeus, 1758;Corneille noire;VILLENEUVE LA GARENNE;92078;2007-01-08
Crocothemis erythraea (BrullÃ©, 1832);;VILLENEUVE LA GARENNE;92078;2007-01-08
Erithacus rubecula (Linnaeus, 1758);Rougegorge familier;VILLENEUVE LA GARENNE;92078;2007-01-08
Fringilla coelebs Linnaeus, 1758;Pinson des arbres;VILLENEUVE LA GARENNE;92078;2007-01-08
Lestes viridis (Vander Linden, 1825);;VILLENEUVE LA GARENNE;92078;2007-01-08
Picus viridis Linnaeus, 1758;Pic vert, Pivert;VILLENEUVE LA GARENNE;92078;2007-01-08
Turdus philomelos C. L. Brehm, 1831;Grive musicienne;VILLENEUVE LA GARENNE;92078;2007-01-08
Libellula depressa Linnaeus, 1758;;RUEIL MALMAISON;92063;2008-11-06
Orthetrum cancellatum (Linnaeus, 1758);;RUEIL MALMAISON;92063;2008-06-25
Ischnura elegans (Vander Linden, 1820);;RUEIL MALMAISON;92063;2008-06-27
Ochlodes sylvanus (Esper, 1777);Sylvaine (La), Sylvain (Le), Sylvine (La);RUEIL MALMAISON;92063;2008-06-27
Pararge aegeria (Linnaeus, 1758);Tircis (Le), Argus des Bois (L'), Égérie (L');RUEIL MALMAISON;92063;2008-08-21
Cacyreus marshalli Butler, 1898;Brun du pélargonium (Le), Argus des Pélargoniums (L');RUEIL MALMAISON;92063;2008-08-25
Pararge aegeria (Linnaeus, 1758);Tircis (Le), Argus des Bois (L'), Égérie (L');RUEIL MALMAISON;92063;2008-08-27
Pieris rapae (Linnaeus, 1758);Piéride de la Rave (La), Petit Blanc du Chou (Le), Petite Piéride du Chou (La);RUEIL MALMAISON;92063;2008-08-27
Lissotriton helveticus (Razoumowsky, 1789);Triton palmé;RUEIL MALMAISON;92063;2009-03-18
Rana temporaria Linnaeus, 1758;Grenouille rousse;RUEIL MALMAISON;92063;2009-03-18
Bufo bufo (Linnaeus, 1758);Crapaud commun;RUEIL MALMAISON;92063;2009-03-25
Anas platyrhynchos Linnaeus, 1758;Canard colvert;RUEIL MALMAISON;92063;2009-04-21
Cairina moschata (Linnaeus, 1758);Canard musqué;RUEIL MALMAISON;92063;2009-04-21
Trachemys scripta elegans (Wied, 1839);Trachémyde à tempes rouges, tortue de Floride;RUEIL MALMAISON;92063;2009-04-21
Ischnura elegans (Vander Linden, 1820);;RUEIL MALMAISON;92063;2009-07-05
Pyrrhosoma nymphula (Sulzer, 1776);;RUEIL MALMAISON;92063;2009-07-05
Podiceps cristatus (Linnaeus, 1758);Grèbe huppé;RUEIL MALMAISON;92063;2009-05-18
Pyrrhosoma nymphula (Sulzer, 1776);;RUEIL MALMAISON;92063;2009-05-18
Vanessa cardui (Linnaeus, 1758);Vanesse des Chardons (La), Belle-Dame (La), Vanesse de L'Artichaut (La), Vanesse du Chardon (La), Nymphe des Chardons (La);RUEIL MALMAISON;92063;2009-05-26
Vanessa atalanta (Linnaeus, 1758);Vulcain (Le), Amiral (L'), Vanesse Vulcain (La), Chiffre (Le), Atalante (L');RUEIL MALMAISON;92063;2009-02-06
Calopteryx splendens (Harris, 1782);;RUEIL MALMAISON;92063;2009-04-06
Bufo bufo (Linnaeus, 1758);Crapaud commun;RUEIL MALMAISON;92063;2009-11-06
Garrulus glandarius (Linnaeus, 1758);Geai des chênes;RUEIL MALMAISON;92063;2009-06-17
Larus ridibundus Linnaeus, 1766;Mouette rieuse;RUEIL MALMAISON;92063;2009-06-17
Phalacrocorax carbo (Linnaeus, 1758);Grand Cormoran;RUEIL MALMAISON;92063;2009-06-17
Pieris rapae (Linnaeus, 1758);Piéride de la Rave (La), Petit Blanc du Chou (Le), Petite Piéride du Chou (La);RUEIL MALMAISON;92063;2009-06-17
Pyrrhosoma nymphula (Sulzer, 1776);;RUEIL MALMAISON;92063;2009-06-17
Vanessa atalanta (Linnaeus, 1758);Vulcain (Le), Amiral (L'), Vanesse Vulcain (La), Chiffre (Le), Atalante (L');RUEIL MALMAISON;92063;2009-06-22
Ischnura elegans (Vander Linden, 1820);;RUEIL MALMAISON;92063;2009-06-26
Vanessa atalanta (Linnaeus, 1758);Vulcain (Le), Amiral (L'), Vanesse Vulcain (La), Chiffre (Le), Atalante (L');RUEIL MALMAISON;92063;2009-01-07
Vanessa cardui (Linnaeus, 1758);Vanesse des Chardons (La), Belle-Dame (La), Vanesse de L'Artichaut (La), Vanesse du Chardon (La), Nymphe des Chardons (La);RUEIL MALMAISON;92063;2009-08-07
Inachis io (Linnaeus, 1758);Paon-du-jour (Le), Paon de jour (Le), Oeil -de-Paon-du-Jour (Le), Paon (Le), Oeil-de-Paon (L');RUEIL MALMAISON;92063;2009-07-29
Papilio machaon Linnaeus, 1758;Machaon (Le);RUEIL MALMAISON;92063;2009-07-31
Aeshna cyanea (MÃ¼ller, 1764);;RUEIL MALMAISON;92063;2009-05-08
Argynnis paphia (Linnaeus, 1758);Tabac d'Espagne (Le), Nacré vert (Le), Barre  argentée (La), Empereur (L');RUEIL MALMAISON;92063;2009-08-17
Lestes viridis (Vander Linden, 1825);;RUEIL MALMAISON;92063;2009-08-17
Platycleis albopunctata (Goeze, 1778);Decticelle grisâtre,  Dectique gris;RUEIL MALMAISON;92063;2009-08-17
Zamenis longissimus (Laurenti, 1768);Couleuvre d'Esculape;RUEIL MALMAISON;92063;2009-08-18
Gallinula chloropus (Linnaeus, 1758);Poule-d'eau, Gallinule poule-d'eau;RUEIL MALMAISON;92063;2009-08-09
Rattus norvegicus (Berkenhout, 1769);Rat surmulot, Surmulot, Rat d'égout;RUEIL MALMAISON;92063;2010-03-16
Lissotriton helveticus (Razoumowsky, 1789);Triton palmé;RUEIL MALMAISON;92063;2010-03-31
Anas platyrhynchos Linnaeus, 1758;Canard colvert;GENNEVILLIERS;92036;2010-04-15
Certhia brachydactyla C.L. Brehm, 1820;Grimpereau des jardins;GENNEVILLIERS;92036;2010-04-15
Columba palumbus Linnaeus, 1758;Pigeon ramier;GENNEVILLIERS;92036;2010-04-15
Garrulus glandarius (Linnaeus, 1758);Geai des chênes;VILLENEUVE LA GARENNE;92078;2010-04-15
Locustella naevia (Boddaert, 1783);Locustelle tachetée;GENNEVILLIERS;92036;2010-04-15
Motacilla alba alba Linnaeus, 1758;Bergeronnette grise;GENNEVILLIERS;92036;2010-04-15
Parus major Linnaeus, 1758;Mésange charbonnière;GENNEVILLIERS;92036;2010-04-15
Parus major Linnaeus, 1758;Mésange charbonnière;VILLENEUVE LA GARENNE;92078;2010-04-15
Sylvia borin (Boddaert, 1783);Fauvette des jardins;GENNEVILLIERS;92036;2010-04-15
Turdus philomelos C. L. Brehm, 1831;Grive musicienne;GENNEVILLIERS;92036;2010-04-15
Fulica atra Linnaeus, 1758;Foulque macroule;RUEIL MALMAISON;92063;2010-04-27
Pyrrhosoma nymphula (Sulzer, 1776);;RUEIL MALMAISON;92063;2010-04-27
Carduelis chloris (Linnaeus, 1758);Verdier d'Europe;GENNEVILLIERS;92036;2010-04-05
Falco tinnunculus Linnaeus, 1758;Faucon crécerelle;GENNEVILLIERS;92036;2010-04-05
Sylvia atricapilla pauluccii;;VILLENEUVE LA GARENNE;92078;2010-04-05
Coenagrion puella (Linnaeus, 1758);;RUEIL MALMAISON;92063;2010-05-21
Delichon urbica (Linnaeus, 1758);Hirondelle de fenêtre;GENNEVILLIERS;92036;2010-05-21
Erithacus rubecula (Linnaeus, 1758);Rougegorge familier;GENNEVILLIERS;92036;2010-05-21
Hippolais polyglotta (Vieillot, 1817);Hypolaïs polyglotte, Petit contrefaisant;GENNEVILLIERS;92036;2010-05-21
Prunella modularis (Linnaeus, 1758);Accenteur mouchet;VILLENEUVE LA GARENNE;92078;2010-05-21
Sylvia atricapilla pauluccii;;GENNEVILLIERS;92036;2010-05-21
Troglodytes troglodytes (Linnaeus, 1758);Troglodyte mignon;GENNEVILLIERS;92036;2010-05-21
Troglodytes troglodytes (Linnaeus, 1758);Troglodyte mignon;VILLENEUVE LA GARENNE;92078;2010-05-21
Turdus merula Linnaeus, 1758;Merle noir;VILLENEUVE LA GARENNE;92078;2010-05-21
Apus apus (Linnaeus, 1758);Martinet noir;VILLENEUVE LA GARENNE;92078;2010-05-24
Certhia brachydactyla C.L. Brehm, 1820;Grimpereau des jardins;VILLENEUVE LA GARENNE;92078;2010-05-24
Dendrocopos minor (Linnaeus, 1758);Pic épeichette;VILLENEUVE LA GARENNE;92078;2010-05-24
Papilio maroni;;VILLENEUVE LA GARENNE;92078;2010-05-24
Passer domesticus (Linnaeus, 1758);Moineau domestique;VILLENEUVE LA GARENNE;92078;2010-05-24
Turdus merula Linnaeus, 1758;Merle noir;VILLENEUVE LA GARENNE;92078;2010-05-24
Parus caeruleus Linnaeus, 1758;Mésange bleue;RUEIL MALMAISON;92063;2010-05-28
Phalacrocorax carbo (Linnaeus, 1758);Grand Cormoran;RUEIL MALMAISON;92063;2010-09-06
Alytes obstetricans (Laurenti, 1768);Alyte accoucheur, Crapaud accoucheur;RUEIL MALMAISON;92063;2010-11-06
Anguis fragilis Linnaeus, 1758;Orvet fragile, Orvet;RUEIL MALMAISON;92063;2010-06-24
Cairina moschata (Linnaeus, 1758);Canard musqué;RUEIL MALMAISON;92063;2010-06-24
Fulica atra Linnaeus, 1758;Foulque macroule;RUEIL MALMAISON;92063;2010-06-24
Euplagia quadripunctaria (Poda, 1761);Écaille chinée;RUEIL MALMAISON;92063;2010-06-28
Gallinula chloropus (Linnaeus, 1758);Poule-d'eau, Gallinule poule-d'eau;RUEIL MALMAISON;92063;2010-07-15
Myocastor coypus (Molina, 1782);Ragondin;RUEIL MALMAISON;92063;2010-07-15
Trachemys scripta elegans (Wied, 1839);Trachémyde à tempes rouges, tortue de Floride;RUEIL MALMAISON;92063;2010-07-15
Euplagia quadripunctaria (Poda, 1761);Écaille chinée;RUEIL MALMAISON;92063;2010-07-19
Fulica atra Linnaeus, 1758;Foulque macroule;RUEIL MALMAISON;92063;2010-07-19
Gallinula chloropus (Linnaeus, 1758);Poule-d'eau, Gallinule poule-d'eau;RUEIL MALMAISON;92063;2010-07-19
Chorthippus biguttulus (Linnaeus, 1758);Criquet mélodieux, Oedipode bimouchetée;RUEIL MALMAISON;92063;2010-07-20
Chorthippus parallelus (Zetterstedt, 1821);Criquet des pâtures, Oedipode parallèle;RUEIL MALMAISON;92063;2010-08-20
Anas platyrhynchos Linnaeus, 1758;Canard colvert;RUEIL MALMAISON;92063;2010-09-13
Trachemys scripta elegans (Wied, 1839);Trachémyde à tempes rouges, tortue de Floride;RUEIL MALMAISON;92063;2010-09-13
Sympetrum striolatum (Charpentier, 1840);;RUEIL MALMAISON;92063;2010-10-13
Phalacrocorax carbo (Linnaeus, 1758);Grand Cormoran;RUEIL MALMAISON;92063;2010-10-14
Garrulus glandarius (Linnaeus, 1758);Geai des chênes;RUEIL MALMAISON;92063;2010-09-11
Motacilla cinerea Tunstall, 1771;Bergeronnette des ruisseaux;RUEIL MALMAISON;92063;2010-11-15
Troglodytes troglodytes (Linnaeus, 1758);Troglodyte mignon;RUEIL MALMAISON;92063;2010-11-17
Larus ridibundus Linnaeus, 1766;Mouette rieuse;RUEIL MALMAISON;92063;2010-11-22
Erithacus rubecula (Linnaeus, 1758);Rougegorge familier;RUEIL MALMAISON;92063;2010-11-23
Fringilla coelebs Linnaeus, 1758;Pinson des arbres;RUEIL MALMAISON;92063;2010-11-26
Troglodytes troglodytes (Linnaeus, 1758);Troglodyte mignon;RUEIL MALMAISON;92063;2010-11-29
Parus major Linnaeus, 1758;Mésange charbonnière;MONTROUGE;92049;2010-12-18
Parus major Linnaeus, 1758;Mésange charbonnière;MONTROUGE;92049;2011-03-20
Pica pica (Linnaeus, 1758);Pie bavarde;MONTROUGE;92049;2011-04-19
Prunella modularis (Linnaeus, 1758);Accenteur mouchet;MONTROUGE;92049;2011-04-19
Parus major Linnaeus, 1758;Mésange charbonnière;MONTROUGE;92049;2011-02-07
Garrulus glandarius (Linnaeus, 1758);Geai des chênes;MONTROUGE;92049;2011-08-25
Garrulus glandarius (Linnaeus, 1758);Geai des chênes;MONTROUGE;92049;2011-10-22
Psittacula krameri (Scopoli, 1769);Perruche à collier;CHATILLON;92020;2012-02-29
Aegithalos caudatus (Linnaeus, 1758);Mésange à longue queue;CHATILLON;92020;2012-01-03
Aegithalos caudatus (Linnaeus, 1758);Mésange à longue queue;FONTENAY AUX ROSES;92032;2012-04-05
Carduelis cannabina (Linnaeus, 1758);Linotte mélodieuse;FONTENAY AUX ROSES;92032;2012-04-05
Certhia brachydactyla C.L. Brehm, 1820;Grimpereau des jardins;FONTENAY AUX ROSES;92032;2012-04-05
Columba palumbus Linnaeus, 1758;Pigeon ramier;FONTENAY AUX ROSES;92032;2012-04-05
Garrulus glandarius (Linnaeus, 1758);Geai des chênes;FONTENAY AUX ROSES;92032;2012-04-05
Parus caeruleus Linnaeus, 1758;Mésange bleue;FONTENAY AUX ROSES;92032;2012-04-05
Phylloscopus collybita (Vieillot, 1887);Pouillot véloce;FONTENAY AUX ROSES;92032;2012-04-05
Turdus philomelos C. L. Brehm, 1831;Grive musicienne;FONTENAY AUX ROSES;92032;2012-04-05
Alburnus alburnus (Linnaeus, 1758);Ablette;LEVALLOIS PERRET;92044;2012-01-06
Cyprinidae;Carpes;LEVALLOIS PERRET;92044;2012-01-06
Prunella modularis (Linnaeus, 1758);Accenteur mouchet;LEVALLOIS PERRET;92044;2012-01-06
Sander lucioperca (Linnaeus, 1758);Sandre;LEVALLOIS PERRET;92044;2012-01-06
Silurus glanis Linnaeus, 1758;Silure glane;LEVALLOIS PERRET;92044;2012-01-06
Sturnus vulgaris Linnaeus, 1758;Étourneau sansonnet;LEVALLOIS PERRET;92044;2012-01-06
Gonepteryx rhamni (Linnaeus, 1758);Citron (Le), Limon (Le), Piéride du Nerprun (La);FONTENAY AUX ROSES;92032;2012-07-16
Lucanus cervus (Linnaeus, 1758);Lucane Cerf-volant;FONTENAY AUX ROSES;92032;2012-07-26
Plecotus (P. auritus / P. austriacus) #complexe;;FONTENAY AUX ROSES;92032;2012-07-26
Gryllus campestris Linnaeus, 1758;Grillon champêtre, Grillon des champs, Gril, Riquet, Cricri,Grésillon, Grillon sauvage, Petit Cheval du Bon Dieu, Grill;FONTENAY AUX ROSES;92032;2012-09-08
Columba livia Gmelin, 1789;Pigeon biset;LA GARENNE-COLOMBES;92035;2012-01-11
Columba livia Gmelin, 1789;Pigeon biset;PUTEAUX;92062;2012-01-11
Parus major Linnaeus, 1758;Mésange charbonnière;LA GARENNE-COLOMBES;92035;2012-01-11
Calopteryx virgo (Linnaeus, 1758);;RUEIL MALMAISON;92063;1905-06-25
Anas platyrhynchos Linnaeus, 1758;Canard colvert;RUEIL MALMAISON;92063;1905-06-26
Chloris chloris (Linnaeus, 1758);Verdier d'Europe;RUEIL MALMAISON;92063;1905-06-26
Erithacus rubecula (Linnaeus, 1758);Rougegorge familier;RUEIL MALMAISON;92063;1905-06-26
Larus ridibundus Linnaeus, 1766;Mouette rieuse;RUEIL MALMAISON;92063;1905-06-26
Parus major Linnaeus, 1758;Mésange charbonnière;RUEIL MALMAISON;92063;1905-06-26
Phoenicurus phoenicurus (Linnaeus, 1758);Rougequeue à front blanc;RUEIL MALMAISON;92063;1905-06-26
Phylloscopus trochilus (Linnaeus, 1758);Pouillot fitis;RUEIL MALMAISON;92063;1905-06-26
Pica pica (Linnaeus, 1758);Pie bavarde;RUEIL MALMAISON;92063;1905-06-26
Serinus serinus (Linnaeus, 1766);Serin cini;RUEIL MALMAISON;92063;1905-06-26
Sylvia borin (Boddaert, 1783);Fauvette des jardins;RUEIL MALMAISON;92063;1905-06-26
Actites hypoleucos (Linnaeus, 1758);Chevalier guignette;MEUDON;92048;1905-06-29
Motacilla alba alba Linnaeus, 1758;Bergeronnette grise;RUEIL MALMAISON;92063;1905-06-29
Phalacrocorax carbo (Linnaeus, 1758);Grand Cormoran;RUEIL MALMAISON;92063;1905-06-29
Pieris brassicae (Linnaeus, 1758);Piéride du Chou (La), Grande Piéride du Chou (La), Papillon du Chou (Le);RUEIL MALMAISON;92063;1905-06-29
Motacilla cinerea Tunstall, 1771;Bergeronnette des ruisseaux;RUEIL MALMAISON;92063;1905-06-30
Erithacus rubecula (Linnaeus, 1758);Rougegorge familier;MEUDON;92048;1994-03-16
Erithacus rubecula (Linnaeus, 1758);Rougegorge familier;SEVRES;92072;1994-03-16
Parus ater Linnaeus, 1758;Mésange noire;MEUDON;92048;1994-03-16
Celastrina argiolus (Linnaeus, 1758);Azuré des Nerpruns (L'), Argus à bande noire (L'), Argus bordé (L'), Argiolus (L');CHATENAY MALABRY;92019;1994-01-10
Aythya ferina (Linnaeus, 1758);Fuligule milouin;GENNEVILLIERS;92036;1994-10-15
Fulica atra Linnaeus, 1758;Foulque macroule;GENNEVILLIERS;92036;1994-10-15
Gallinula chloropus (Linnaeus, 1758);Poule-d'eau, Gallinule poule-d'eau;GENNEVILLIERS;92036;1994-10-15
Perca fluviatilis Linnaeus, 1758;Perche;GENNEVILLIERS;92036;1994-10-15
Podiceps cristatus (Linnaeus, 1758);Grèbe huppé;GENNEVILLIERS;92036;1994-10-15
Alcedo atthis (Linnaeus, 1758);Martin-pêcheur d'Europe;NANTERRE;92050;1995-01-11
Apus apus (Linnaeus, 1758);Martinet noir;NANTERRE;92050;1995-01-11
Bombylius major Linnaeus, 1758;;NANTERRE;92050;1995-01-11
Chrysoperla carnea (Stephens, 1836);;NANTERRE;92050;1995-01-11
Conocephalus fuscus (Fabricius, 1793);Conocéphale bigarré, Xiphidion Brun;NANTERRE;92050;1995-01-11
Erithacus rubecula (Linnaeus, 1758);Rougegorge familier;NANTERRE;92050;1995-01-11
Hippolais polyglotta (Vieillot, 1817);Hypolaïs polyglotte, Petit contrefaisant;NANTERRE;92050;1995-01-11
Larus argentatus Pontoppidan, 1763;Goéland argenté;NANTERRE;92050;1995-01-11
Larus ridibundus Linnaeus, 1766;Mouette rieuse;NANTERRE;92050;1995-01-11
Malachius bipustulatus (Linnaeus, 1758);;NANTERRE;92050;1995-01-11
Neides tipularius (Linnaeus, 1758);;NANTERRE;92050;1995-01-11
Parus major Linnaeus, 1758;Mésange charbonnière;NANTERRE;92050;1995-01-11
Polygonia c-album (Linnaeus, 1758);Gamma (Le), Robert-le-diable (Le), C-blanc (Le), Dentelle (La), Vanesse Gamma (La), Papillon-C (Le);NANTERRE;92050;1995-01-11
Riparia riparia (Linnaeus, 1758);Hirondelle de rivage;NANTERRE;92050;1995-01-11
Sturnus vulgaris Linnaeus, 1758;Étourneau sansonnet;NANTERRE;92050;1995-01-11
Sylvia atricapilla (Linnaeus, 1758);Fauvette à tête noire;NANTERRE;92050;1995-01-11
Sylvia borin (Boddaert, 1783);Fauvette des jardins;NANTERRE;92050;1995-01-11
Parus caeruleus Linnaeus, 1758;Mésange bleue;LE PLESSIS ROBINSON;92060;1997-03-21
Parus major Linnaeus, 1758;Mésange charbonnière;LE PLESSIS ROBINSON;92060;1997-03-21
Prunella modularis (Linnaeus, 1758);Accenteur mouchet;LE PLESSIS ROBINSON;92060;1997-03-21
Corvus corone Linnaeus, 1758;Corneille noire;CHATENAY MALABRY;92019;1998-05-15
Fringilla coelebs Linnaeus, 1758;Pinson des arbres;CHATENAY MALABRY;92019;1998-05-15
Parus ater Linnaeus, 1758;Mésange noire;CHATENAY MALABRY;92019;1998-05-15
Parus major Linnaeus, 1758;Mésange charbonnière;CHATENAY MALABRY;92019;1998-05-15
Pica pica (Linnaeus, 1758);Pie bavarde;CHATENAY MALABRY;92019;1998-05-15
Regulus regulus (Linnaeus, 1758);Roitelet huppé;CHATENAY MALABRY;92019;1998-05-15
