NOM_SC;NOM_FR;COMMUNE;CODE_INSEE;DATE_OBS
Certhia brachydactyla C.L. Brehm, 1820;Grimpereau des jardins;FONTENAY AUX ROSES;92032;1998-08-18
Corvus corone Linnaeus, 1758;Corneille noire;FONTENAY AUX ROSES;92032;1998-08-18
Erithacus rubecula (Linnaeus, 1758);Rougegorge familier;FONTENAY AUX ROSES;92032;1998-08-18
Phylloscopus collybita (Vieillot, 1887);Pouillot véloce;FONTENAY AUX ROSES;92032;1998-08-18
Prunella modularis (Linnaeus, 1758);Accenteur mouchet;FONTENAY AUX ROSES;92032;1998-08-18
Sylvia atricapilla (Linnaeus, 1758);Fauvette à tête noire;FONTENAY AUX ROSES;92032;1998-08-18
Dendrocopos major (Linnaeus, 1758);Pic épeiche;LE PLESSIS ROBINSON;92060;1998-12-10
Dendrocopos minor (Linnaeus, 1758);Pic épeichette;LE PLESSIS ROBINSON;92060;1998-12-10
Garrulus glandarius (Linnaeus, 1758);Geai des chênes;LE PLESSIS ROBINSON;92060;1998-12-10
Picus viridis Linnaeus, 1758;Pic vert, Pivert;LE PLESSIS ROBINSON;92060;1998-12-10
Troglodytes troglodytes (Linnaeus, 1758);Troglodyte mignon;LE PLESSIS ROBINSON;92060;1998-12-10
Aegithalos caudatus (Linnaeus, 1758);Mésange à longue queue;LE PLESSIS ROBINSON;92060;1998-11-26
Fringilla coelebs Linnaeus, 1758;Pinson des arbres;LE PLESSIS ROBINSON;92060;1998-11-26
Garrulus glandarius (Linnaeus, 1758);Geai des chênes;LE PLESSIS ROBINSON;92060;1998-11-26
Parus caeruleus Linnaeus, 1758;Mésange bleue;LE PLESSIS ROBINSON;92060;1998-11-26
Aglais urticae (Linnaeus, 1758);Petite Tortue (La), Vanesse de l'Ortie (La), Petit-Renard (Le);ISSY LES MOULINEAUX;92040;1998-01-12
Gomphus pulchellus Selys, 1840;;ISSY LES MOULINEAUX;92040;1998-01-12
Lasiocampa quercus quercus (Linnaeus, 1758);;FONTENAY AUX ROSES;92032;1998-01-12
Pieris brassicae (Linnaeus, 1758);Piéride du Chou (La), Grande Piéride du Chou (La), Papillon du Chou (Le);FONTENAY AUX ROSES;92032;1998-01-12
Aegithalos caudatus (Linnaeus, 1758);Mésange à longue queue;LE PLESSIS ROBINSON;92060;1999-01-01
Certhia brachydactyla C.L. Brehm, 1820;Grimpereau des jardins;LE PLESSIS ROBINSON;92060;1999-01-01
Columba livia Gmelin, 1789;Pigeon biset;LE PLESSIS ROBINSON;92060;1999-01-01
Falco tinnunculus Linnaeus, 1758;Faucon crécerelle;LE PLESSIS ROBINSON;92060;1999-01-01
Passer domesticus (Linnaeus, 1758);Moineau domestique;LE PLESSIS ROBINSON;92060;1999-01-01
Sturnus vulgaris Linnaeus, 1758;Étourneau sansonnet;LE PLESSIS ROBINSON;92060;1999-01-01
Apus apus (Linnaeus, 1758);Martinet noir;RUEIL MALMAISON;92063;1999-01-02
Delichon urbica (Linnaeus, 1758);Hirondelle de fenêtre;RUEIL MALMAISON;92063;1999-01-02
Dryocopus martius (Linnaeus, 1758);Pic noir;RUEIL MALMAISON;92063;1999-01-02
Luscinia megarhynchos C. L. Brehm, 1831;Rossignol philomèle;RUEIL MALMAISON;92063;1999-01-02
Phoenicurus ochruros (S. G. Gmelin, 1774);Rougequeue noir;RUEIL MALMAISON;92063;1999-01-02
Phoenicurus phoenicurus (Linnaeus, 1758);Rougequeue à front blanc;RUEIL MALMAISON;92063;1999-01-02
Picus viridis Linnaeus, 1758;Pic vert, Pivert;RUEIL MALMAISON;92063;1999-01-02
Regulus regulus (Linnaeus, 1758);Roitelet huppé;RUEIL MALMAISON;92063;1999-01-02
Streptopelia turtur (Linnaeus, 1758);Tourterelle des bois;RUEIL MALMAISON;92063;1999-01-02
Martes foina (Erxleben, 1777);Fouine;LE PLESSIS ROBINSON;92060;1999-08-19
Alcedo atthis (Linnaeus, 1758);Martin-pêcheur d'Europe;BOULOGNE BILLANCOURT;92012;1999-11-30
Andrena pilipes Fabricius, 1781;;BOULOGNE BILLANCOURT;92012;1999-11-30
Argiope bruennichi (Scopoli, 1772);;BOULOGNE BILLANCOURT;92012;1999-11-30
Bombus pascuorum (Scopoli, 1763);;BOULOGNE BILLANCOURT;92012;1999-11-30
Carduelis flammea (Linnaeus, 1758);Sizerin flammé;BOULOGNE BILLANCOURT;92012;1999-11-30
Chloromyia formosa (Scopoli, 1763);;BOULOGNE BILLANCOURT;92012;1999-11-30
Conocephalus conocephalus (Linnaeus, 1767);Conocéphale africain;BOULOGNE BILLANCOURT;92012;1999-11-30
Delichon urbica (Linnaeus, 1758);Hirondelle de fenêtre;BOULOGNE BILLANCOURT;92012;1999-11-30
Dendrocopos minor (Linnaeus, 1758);Pic épeichette;BOULOGNE BILLANCOURT;92012;1999-11-30
Eupeodes luniger (Meigen, 1822);;BOULOGNE BILLANCOURT;92012;1999-11-30
Gomphocerippus rufus (Linnaeus, 1758);;BOULOGNE BILLANCOURT;92012;1999-11-30
Grammoptera ruficornis (Fabricius, 1781);;BOULOGNE BILLANCOURT;92012;1999-11-30
Motacilla flava Linnaeus, 1758;Bergeronnette printanière;BOULOGNE BILLANCOURT;92012;1999-11-30
Myathropa florea (Linnaeus, 1758);;BOULOGNE BILLANCOURT;92012;1999-11-30
Myrmica rubra (Linnaeus, 1758);;BOULOGNE BILLANCOURT;92012;1999-11-30
Omocestus raymondi (Yersin, 1863);Criquet des garrigues;BOULOGNE BILLANCOURT;92012;1999-11-30
Pammene regiana (Zeller, 1849);;BOULOGNE BILLANCOURT;92012;1999-11-30
Parus caeruleus Linnaeus, 1758;Mésange bleue;BOULOGNE BILLANCOURT;92012;1999-11-30
Picus viridis Linnaeus, 1758;Pic vert, Pivert;BOULOGNE BILLANCOURT;92012;1999-11-30
Pieris napi (Linnaeus, 1758);Piéride du Navet (La), Papillon blanc veiné de vert (Le);BOULOGNE BILLANCOURT;92012;1999-11-30
Prunella modularis (Linnaeus, 1758);Accenteur mouchet;BOULOGNE BILLANCOURT;92012;1999-11-30
Rana temporaria Linnaeus, 1758;Grenouille rousse;BOULOGNE BILLANCOURT;92012;1999-11-30
Sphaerophoria interrupta (Fabricius, 1805);;BOULOGNE BILLANCOURT;92012;1999-11-30
Strix aluco Linnaeus, 1758;Chouette hulotte;BOULOGNE BILLANCOURT;92012;1999-11-30
Sylvia atricapilla (Linnaeus, 1758);Fauvette à tête noire;BOULOGNE BILLANCOURT;92012;1999-11-30
Troglodytes troglodytes (Linnaeus, 1758);Troglodyte mignon;BOULOGNE BILLANCOURT;92012;1999-11-30
Tytthaspis sedecimpunctata (Linnaeus, 1758);;BOULOGNE BILLANCOURT;92012;1999-11-30
Anas clypeata Linnaeus, 1758;Canard souchet;SCEAUX;92071;2000-01-01
Apus apus (Linnaeus, 1758);Martinet noir;SCEAUX;92071;2000-01-01
Athous vittatus (Gmelin, 1790);;LE PLESSIS ROBINSON;92060;2000-01-01
Ciconia ciconia (Linnaeus, 1758);Cigogne blanche;SCEAUX;92071;2000-01-01
Coccothraustes coccothraustes (Linnaeus, 1758);Grosbec casse-noyaux;SCEAUX;92071;2000-01-01
Columba livia Gmelin, 1789;Pigeon biset;ANTONY;92002;2000-01-01
Corvus monedula Linnaeus, 1758;Choucas des tours;ANTONY;92002;2000-01-01
Cygnus olor (Gmelin, 1803);Cygne tuberculé;SCEAUX;92071;2000-01-01
Delichon urbica (Linnaeus, 1758);Hirondelle de fenêtre;SCEAUX;92071;2000-01-01
Emberiza cirlus Linnaeus, 1758;Bruant zizi;SCEAUX;92071;2000-01-01
Erithacus rubecula (Linnaeus, 1758);Rougegorge familier;SCEAUX;92071;2000-01-01
Gallinula chloropus (Linnaeus, 1758);Poule-d'eau, Gallinule poule-d'eau;SCEAUX;92071;2000-01-01
Lanius collurio Linnaeus, 1758;Pie-grièche écorcheur;SCEAUX;92071;2000-01-01
Loxia curvirostra Linnaeus, 1758;Bec-croisé des sapins;SCEAUX;92071;2000-01-01
Milvus migrans (Boddaert, 1783);Milan noir;SCEAUX;92071;2000-01-01
Milvus milvus (Linnaeus, 1758);Milan royal;SCEAUX;92071;2000-01-01
Motacilla alba Linnaeus, 1758;Bergeronnette grise;SCEAUX;92071;2000-01-01
Numenius arquata (Linnaeus, 1758);Courlis cendré;SCEAUX;92071;2000-01-01
Parus caeruleus Linnaeus, 1758;Mésange bleue;ANTONY;92002;2000-01-01
Parus caeruleus Linnaeus, 1758;Mésange bleue;SCEAUX;92071;2000-01-01
Passer domesticus (Linnaeus, 1758);Moineau domestique;SCEAUX;92071;2000-01-01
Pernis apivorus (Linnaeus, 1758);Bondrée apivore;SCEAUX;92071;2000-01-01
Picus viridis Linnaeus, 1758;Pic vert, Pivert;SCEAUX;92071;2000-01-01
Scolopax rusticola Linnaeus, 1758;Bécasse des bois;SCEAUX;92071;2000-01-01
Serinus serinus (Linnaeus, 1766);Serin cini;SCEAUX;92071;2000-01-01
Sterna hirundo Linnaeus, 1758;Sterne pierregarin;SCEAUX;92071;2000-01-01
Strix aluco Linnaeus, 1758;Chouette hulotte;SCEAUX;92071;2000-01-01
Sturnus vulgaris Linnaeus, 1758;Étourneau sansonnet;SCEAUX;92071;2000-01-01
Sylvia atricapilla (Linnaeus, 1758);Fauvette à tête noire;ANTONY;92002;2000-01-01
Sylvia atricapilla (Linnaeus, 1758);Fauvette à tête noire;SCEAUX;92071;2000-01-01
Turdus philomelos C. L. Brehm, 1831;Grive musicienne;SCEAUX;92071;2000-01-01
Turdus pilaris Linnaeus, 1758;Grive litorne;SCEAUX;92071;2000-01-01
Aegithalos caudatus (Linnaeus, 1758);Mésange à longue queue;ANTONY;92002;2001-01-01
Anas crecca Linnaeus, 1758;Sarcelle d'hiver;ANTONY;92002;2001-01-01
Anthus pratensis (Linnaeus, 1758);Pipit farlouse;ANTONY;92002;2001-01-01
Anthus spinoletta (Linnaeus, 1758);Pipit spioncelle;ANTONY;92002;2001-01-01
Bufo bufo (Linnaeus, 1758);Crapaud commun;ANTONY;92002;2001-01-01
Chloris chloris (Linnaeus, 1758);Verdier d'Europe;ANTONY;92002;2001-01-01
Cisticola juncidis (Rafinesque, 1810);Cisticole des joncs;ANTONY;92002;2001-01-01
Corvus corone Linnaeus, 1758;Corneille noire;ANTONY;92002;2001-01-01
Corvus monedula Linnaeus, 1758;Choucas des tours;ANTONY;92002;2001-01-01
Dendrocopos minor (Linnaeus, 1758);Pic épeichette;ANTONY;92002;2001-01-01
Emberiza calandra Linnaeus, 1758;Bruant proyer;ANTONY;92002;2001-01-01
Emberiza hortulana Linnaeus, 1758;Bruant ortolan;ANTONY;92002;2001-01-01
Emberiza schoeniclus (Linnaeus, 1758);Bruant des roseaux;ANTONY;92002;2001-01-01
Falco tinnunculus Linnaeus, 1758;Faucon crécerelle;ANTONY;92002;2001-01-01
Forficula auricularia Linnaeus, 1758;;CHATENAY MALABRY;92019;2001-01-01
Galerida cristata (Linnaeus, 1758);Cochevis huppé;ANTONY;92002;2001-01-01
Grus grus (Linnaeus, 1758);Grue cendrée;ANTONY;92002;2001-01-01
Hippolais polyglotta (Vieillot, 1817);Hypolaïs polyglotte, Petit contrefaisant;ANTONY;92002;2001-01-01
Hirundo rustica Linnaeus, 1758;Hirondelle rustique, Hirondelle de cheminée;ANTONY;92002;2001-01-01
Jynx torquilla Linnaeus, 1758;Torcol fourmilier;ANTONY;92002;2001-01-01
Larus argentatus Pontoppidan, 1763;Goéland argenté;ANTONY;92002;2001-01-01
Leptura aurulenta Fabricius, 1792;;CHATENAY MALABRY;92019;2001-01-01
Melanostoma scalare (Fabricius, 1794);;CHATENAY MALABRY;92019;2001-01-01
Motacilla cinerea Tunstall, 1771;Bergeronnette des ruisseaux;ANTONY;92002;2001-01-01
Myrmica rubra (Linnaeus, 1758);;CHATENAY MALABRY;92019;2001-01-01
Myrmica ruginodis Nylander, 1846;;CHATENAY MALABRY;92019;2001-01-01
Notiophilus biguttatus (Fabricius, 1779);;CHATENAY MALABRY;92019;2001-01-01
Oriolus oriolus (Linnaeus, 1758);Loriot d'Europe, Loriot jaune;ANTONY;92002;2001-01-01
Paracorymbia fulva (De Geer, 1775);;CHATENAY MALABRY;92019;2001-01-01
Parus caeruleus Linnaeus, 1758;Mésange bleue;ANTONY;92002;2001-01-01
Parus cristatus Linnaeus, 1758;Mésange huppée;ANTONY;92002;2001-01-01
Pediacus depressus (Herbst, 1797);;CHATENAY MALABRY;92019;2001-01-01
Phylloscopus trochilus (Linnaeus, 1758);Pouillot fitis;ANTONY;92002;2001-01-01
Pyrrhula pyrrhula (Linnaeus, 1758);Bouvreuil pivoine;ANTONY;92002;2001-01-01
Rattus norvegicus (Berkenhout, 1769);Rat surmulot, Surmulot, Rat d'égout;ANTONY;92002;2001-01-01
Scolopax rusticola Linnaeus, 1758;Bécasse des bois;ANTONY;92002;2001-01-01
Streptopelia decaocto (Frivaldszky, 1838);Tourterelle turque;ANTONY;92002;2001-01-01
Sylvia borin (Boddaert, 1783);Fauvette des jardins;ANTONY;92002;2001-01-01
Sylvia communis Latham, 1787;Fauvette grisette;ANTONY;92002;2001-01-01
Turdus merula Linnaeus, 1758;Merle noir;ANTONY;92002;2001-01-01
Uleiota planata (Linnaeus, 1761);;CHATENAY MALABRY;92019;2001-01-01
Certhia brachydactyla C.L. Brehm, 1820;Grimpereau des jardins;LE PLESSIS ROBINSON;92060;2001-01-05
Columba palumbus Linnaeus, 1758;Pigeon ramier;LE PLESSIS ROBINSON;92060;2001-01-05
Dendrocopos major (Linnaeus, 1758);Pic épeiche;LE PLESSIS ROBINSON;92060;2001-01-05
Muscicapa striata (Pallas, 1764);Gobemouche gris;LE PLESSIS ROBINSON;92060;2001-01-05
Passer domesticus (Linnaeus, 1758);Moineau domestique;LE PLESSIS ROBINSON;92060;2001-01-05
Regulus ignicapillus (Temminck, 1820);Roitelet à triple bandeau;LE PLESSIS ROBINSON;92060;2001-01-05
Strix aluco Linnaeus, 1758;Chouette hulotte;LE PLESSIS ROBINSON;92060;2001-01-05
Sylvia borin (Boddaert, 1783);Fauvette des jardins;LE PLESSIS ROBINSON;92060;2001-01-05
Turdus merula Linnaeus, 1758;Merle noir;LE PLESSIS ROBINSON;92060;2001-01-05
Turdus viscivorus Linnaeus, 1758;Grive draine;LE PLESSIS ROBINSON;92060;2001-01-05
Chondrostoma nasus (Linnaeus, 1758);Hotu;NEUILLY SUR SEINE;92051;2001-06-27
Leuciscus leuciscus (Linnaeus, 1758);Vandoise;VILLENEUVE LA GARENNE;92078;2001-06-27
Rutilus rutilus (Linnaeus, 1758);Gardon;NEUILLY SUR SEINE;92051;2001-06-27
Scardinius erythrophthalmus (Linnaeus, 1758);Rotengle;VILLENEUVE LA GARENNE;92078;2001-06-27
Silurus glanis Linnaeus, 1758;Silure glane;VILLENEUVE LA GARENNE;92078;2001-06-27
Formica fusca Linnaeus, 1758;;LE PLESSIS ROBINSON;92060;2001-07-30
Pterostichus madidus (Fabricius, 1775);;LE PLESSIS ROBINSON;92060;2001-07-30
Alytes obstetricans (Laurenti, 1768);Alyte accoucheur, Crapaud accoucheur;SCEAUX;92071;2002-01-01
Coccidula rufa (Herbst, 1783);;SCEAUX;92071;2002-01-01
Columba palumbus Linnaeus, 1758;Pigeon ramier;SAINT CLOUD;92064;2002-01-01
Dolichovespula media (Retzius, 1783);;SCEAUX;92071;2002-01-01
Episyrphus balteatus (De Geer, 1776);;SCEAUX;92071;2002-01-01
Erithacus rubecula (Linnaeus, 1758);Rougegorge familier;SAINT CLOUD;92064;2002-01-01
Glischrochilus quadriguttatus (Fabricius, 1776);;SCEAUX;92071;2002-01-01
Lagria hirta (Linnaeus, 1758);;SCEAUX;92071;2002-01-01
Lasius niger (Linnaeus, 1758);;SCEAUX;92071;2002-01-01
Myotis daubentonii (Kuhl, 1817);Vespertilion nathaline, Vespertilion de Daubenton;VILLE D AVRAY;92077;2002-01-01
Nineta flava (Scopoli, 1763);;SCEAUX;92071;2002-01-01
Nyctalus leisleri (Kuhl, 1817);Noctule de Leisler;VILLE D AVRAY;92077;2002-01-01
Parus caeruleus Linnaeus, 1758;Mésange bleue;SAINT CLOUD;92064;2002-01-01
Parus major Linnaeus, 1758;Mésange charbonnière;SAINT CLOUD;92064;2002-01-01
Sylvia borin (Boddaert, 1783);Fauvette des jardins;SAINT CLOUD;92064;2002-01-01
Rana temporaria Linnaeus, 1758;Grenouille rousse;RUEIL MALMAISON;92063;2002-01-03
Phoxinus phoxinus (Linnaeus, 1758);Vairon;SAINT CLOUD;92064;2002-01-06
Agapeta hamana (Linnaeus, 1758);;SAINT CLOUD;92064;2002-01-07
Apamea monoglypha (Hufnagel, 1766);;SAINT CLOUD;92064;2002-01-07
Campaea margaritaria (Linnaeus, 1761);;SAINT CLOUD;92064;2002-01-07
Catoptria falsella (Denis & SchiffermÃ¼ller, 1775);;SAINT CLOUD;92064;2002-01-07
Epirrhoe alternata (MÃ¼ller, 1764);;SAINT CLOUD;92064;2002-01-07
Horisme tersata (Denis & SchiffermÃ¼ller, 1775);;SAINT CLOUD;92064;2002-01-07
Mamestra brassicae (Linnaeus, 1758);;SAINT CLOUD;92064;2002-01-07
Opisthograptis luteolata (Linnaeus, 1758);;SAINT CLOUD;92064;2002-01-07
Pieris rapae (Linnaeus, 1758);Piéride de la Rave (La), Petit Blanc du Chou (Le), Petite Piéride du Chou (La);SAINT CLOUD;92064;2002-01-07
Scopula imitaria (HÃ¼bner, 1799);;SAINT CLOUD;92064;2002-01-07
Accipiter nisus (Linnaeus, 1758);Épervier d'Europe;CHATENAY MALABRY;92019;2003-01-01
Aegithalos caudatus (Linnaeus, 1758);Mésange à longue queue;ANTONY;92002;2003-01-01
Aegithalos caudatus (Linnaeus, 1758);Mésange à longue queue;CHATENAY MALABRY;92019;2003-01-01
Agathidium nigripenne (Fabricius, 1792);;VILLE D AVRAY;92077;2003-01-01
Agathidium rotundatum (Gyllenhal, 1827);;CHATENAY MALABRY;92019;2003-01-01
Agrilus biguttatus (Fabricius, 1776);;CHATENAY MALABRY;92019;2003-01-01
Agrilus sulcicollis Boisduval & Lacordaire, 1835;;VILLE D AVRAY;92077;2003-01-01
Agriotes pallidulus (Illiger, 1807);;MEUDON;92048;2003-01-01
Agriotes pilosellus (SchÃ¶nherr, 1817);;VILLE D AVRAY;92077;2003-01-01
Ampedus glycereus (Herbst, 1784);;CHATENAY MALABRY;92019;2003-01-01
Ampedus nigerrimus (Lacordaire in Boisduval & Lacordaire, 1835);;MEUDON;92048;2003-01-01
Ampedus quercicola (Buysson, 1887);;CHATENAY MALABRY;92019;2003-01-01
Anaspis frontalis (Linnaeus, 1758);;CHATENAY MALABRY;92019;2003-01-01
Antherophagus;;VILLE D AVRAY;92077;2003-01-01
Apus apus (Linnaeus, 1758);Martinet noir;CHATENAY MALABRY;92019;2003-01-01
Ardea cinerea Linnaeus, 1758;Héron cendré;ANTONY;92002;2003-01-01
Calambus bipustulatus (Linnaeus, 1767);;VILLE D AVRAY;92077;2003-01-01
Cerambyx scopolii Fuessly, 1775;;CHATENAY MALABRY;92019;2003-01-01
Chloris chloris (Linnaeus, 1758);Verdier d'Europe;ANTONY;92002;2003-01-01
Clytus arietis (Linnaeus, 1758);;MEUDON;92048;2003-01-01
Columba palumbus Linnaeus, 1758;Pigeon ramier;ANTONY;92002;2003-01-01
Curculio venosus (Gravenhorst, 1807);;MEUDON;92048;2003-01-01
Delichon urbica (Linnaeus, 1758);Hirondelle de fenêtre;CHATENAY MALABRY;92019;2003-01-01
Dendrocopos medius (Linnaeus, 1758);Pic mar;CHATENAY MALABRY;92019;2003-01-01
Diplocoelus fagi GuÃ©rin-MÃ©nÃ©ville, 1838;;CHATENAY MALABRY;92019;2003-01-01
Dorcus parallelipipedus (Linnaeus, 1785);;MEUDON;92048;2003-01-01
Dryocoetes villosus villosus (Fabricius, 1792);;MEUDON;92048;2003-01-01
Ectinus aterrimus (Linnaeus, 1761);;MEUDON;92048;2003-01-01
Enicmus brevicornis (Mannerheim, 1844);;MEUDON;92048;2003-01-01
Ernoporicus caucasicus (Lindemann, 1876);;MEUDON;92048;2003-01-01
Eulagius filicornis (Reitter, 1887);;CHATENAY MALABRY;92019;2003-01-01
Eulagius filicornis (Reitter, 1887);;VILLE D AVRAY;92077;2003-01-01
Gnathoncus buyssoni Auzat, 1917;;MEUDON;92048;2003-01-01
Grammoptera ruficornis (Fabricius, 1781);;CHATENAY MALABRY;92019;2003-01-01
Hemicrepidius hirtus (Herbst, 1784);;CHATENAY MALABRY;92019;2003-01-01
Hirundo rustica Linnaeus, 1758;Hirondelle rustique, Hirondelle de cheminée;CHATENAY MALABRY;92019;2003-01-01
Hylis olexai (Palm, 1955);;CHATENAY MALABRY;92019;2003-01-01
Hylis olexai (Palm, 1955);;MEUDON;92048;2003-01-01
Lissodema cursor (Gyllenhall, 1813);;CHATENAY MALABRY;92019;2003-01-01
Lissodema cursor (Gyllenhall, 1813);;MEUDON;92048;2003-01-01
Litargus connexus (Geoffroy, 1785);;MEUDON;92048;2003-01-01
Melanotus castanipes (Paykull, 1800);;CHATENAY MALABRY;92019;2003-01-01
Melasis buprestoides (Linnaeus, 1761);;CHATENAY MALABRY;92019;2003-01-01
Meligethes;;MEUDON;92048;2003-01-01
Mesosa nebulosa (Fabricius, 1781);;CHATENAY MALABRY;92019;2003-01-01
Motacilla alba Linnaeus, 1758;Bergeronnette grise;CHATENAY MALABRY;92019;2003-01-01
Myotis daubentonii (Kuhl, 1817);Vespertilion nathaline, Vespertilion de Daubenton;RUEIL MALMAISON;92063;2003-01-01
Nemozoma elongatum (Linnaeus, 1761);;VILLE D AVRAY;92077;2003-01-01
Nothodes parvulus (Panzer, 1799);;MEUDON;92048;2003-01-01
Nyctalus noctula (Schreber, 1774);Noctule commune;RUEIL MALMAISON;92063;2003-01-01
Opilo mollis (Linnaeus, 1758);;MEUDON;92048;2003-01-01
Parus major Linnaeus, 1758;Mésange charbonnière;ANTONY;92002;2003-01-01
Pica pica (Linnaeus, 1758);Pie bavarde;ANTONY;92002;2003-01-01
Pica pica (Linnaeus, 1758);Pie bavarde;CHATENAY MALABRY;92019;2003-01-01
Picus viridis Linnaeus, 1758;Pic vert, Pivert;CHATENAY MALABRY;92019;2003-01-01
Polydrusus tereticollis (De Geer, 1775);;CHATENAY MALABRY;92019;2003-01-01
Priobium carpini (Herbst, 1793);;CHATENAY MALABRY;92019;2003-01-01
Prionus coriarius (Linnaeus, 1758);;CHATENAY MALABRY;92019;2003-01-01
Pyrochroa coccinea (Linnaeus, 1761);;MEUDON;92048;2003-01-01
Regulus regulus (Linnaeus, 1758);Roitelet huppé;CHATENAY MALABRY;92019;2003-01-01
Rhizophagus;;VILLE D AVRAY;92077;2003-01-01
Salpingus planirostris (Fabricius, 1787);;MEUDON;92048;2003-01-01
Scobicia chevrieri (Villa & Villa, 1835);;CHATENAY MALABRY;92019;2003-01-01
Scolytus multistriatus multistriatus (Marsham, 1802);;CHATENAY MALABRY;92019;2003-01-01
Scolytus scolytus (Fabricius, 1775);;CHATENAY MALABRY;92019;2003-01-01
Soronia grisea (Linnaeus, 1758);;MEUDON;92048;2003-01-01
Stenolophus teutonus (Schrank, 1781);;CHATENAY MALABRY;92019;2003-01-01
Stenolophus teutonus (Schrank, 1781);;MEUDON;92048;2003-01-01
Sturnus vulgaris Linnaeus, 1758;Étourneau sansonnet;CHATENAY MALABRY;92019;2003-01-01
Symbiotes gibberosus (Lucas, 1849);;CHATENAY MALABRY;92019;2003-01-01
Thanasimus formicarius (Linnaeus, 1758);;CHATENAY MALABRY;92019;2003-01-01
Tomoxia bucephala (Costa, 1854);;MEUDON;92048;2003-01-01
Tomoxia bucephala (Costa, 1854);;VILLE D AVRAY;92077;2003-01-01
Trypodendron lineatum (Olivier, 1795);;VILLE D AVRAY;92077;2003-01-01
Trypodendron signatum (Fabricius, 1787);;CHATENAY MALABRY;92019;2003-01-01
Trypodendron signatum (Fabricius, 1787);;VILLE D AVRAY;92077;2003-01-01
Turdus philomelos C. L. Brehm, 1831;Grive musicienne;CHATENAY MALABRY;92019;2003-01-01
Turdus viscivorus Linnaeus, 1758;Grive draine;CHATENAY MALABRY;92019;2003-01-01
Uleiota planata (Linnaeus, 1761);;VILLE D AVRAY;92077;2003-01-01
Vincenzellus ruficollis (Panzer, 1794);;CHATENAY MALABRY;92019;2003-01-01
Xestobium plumbeum (Illiger, 1801);;MEUDON;92048;2003-01-01
Xestobium plumbeum (Illiger, 1801);;VILLE D AVRAY;92077;2003-01-01
Xyleborinus saxesenii (Ratzeburg, 1837);;MEUDON;92048;2003-01-01
Xylosandrus germanus (Blandford, 1894);;MEUDON;92048;2003-01-01
Rana temporaria Linnaeus, 1758;Grenouille rousse;RUEIL MALMAISON;92063;2003-01-03
Pipistrellus kuhlii (Kuhl, 1817);Pipistrelle de Kuhl;VILLENEUVE LA GARENNE;92078;2004-01-01
Bufo bufo (Linnaeus, 1758);Crapaud commun;CHATENAY MALABRY;92019;2004-04-19
Anas platyrhynchos Linnaeus, 1758;Canard colvert;GENNEVILLIERS;92036;2004-12-05
Anas platyrhynchos Linnaeus, 1758;Canard colvert;VILLENEUVE LA GARENNE;92078;2004-12-05
Apus apus (Linnaeus, 1758);Martinet noir;VILLENEUVE LA GARENNE;92078;2004-12-05
Erithacus rubecula (Linnaeus, 1758);Rougegorge familier;VILLENEUVE LA GARENNE;92078;2004-12-05
Fringilla coelebs Linnaeus, 1758;Pinson des arbres;GENNEVILLIERS;92036;2004-12-05
Fringilla coelebs Linnaeus, 1758;Pinson des arbres;VILLENEUVE LA GARENNE;92078;2004-12-05
Larus ridibundus Linnaeus, 1766;Mouette rieuse;GENNEVILLIERS;92036;2004-12-05
